Question ID,Question Number,Question Content,Image,User
f1359,1,Are cats smarter than dogs?,250400,f148
f1360,2,Do cats really have nine lives?,250400,f148
f1361,1,"Is this little girl there with her mom, dad, or both?",408917,f150
f1362,2,Was she taking a walk when she decided she needed to sit and have a break?,408917,f150
f1363,1,Is he on holiday?,67974,f147
f1364,2,How much is the meal?,67974,f147
f1365,1,Is that real meat in the bread or some sort of vegan stuff?,331523,f150
f1366,2,How often does she get out in the sun?,331523,f150
f1367,1,What stadium do you think this was taken in?,553100,f149
f1368,2,When was the first women's baseball team formed?,553100,f149
f1369,1,Where is the Flower different colour and design,147716,f145
f1370,2,What could be the reason for different root branch,147716,f145
f1371,1,How long has he been playing soccer?,184697,f150
f1372,2,Did he just get a fresh haircut yesterday?,184697,f150
f1373,1,Should home schooled kids be allowed to play on regular schools sports teams?,240490,f148
f1374,2,How old do most MLB players start playing baseball?,240490,f148
f1375,1,Is skiing really safe?,288486,f148
f1376,2,Why does it snow more in the mountains?,288486,f148
f1377,1,Are these men related?,327369,f150
f1378,2,What are their tennis ratings?,327369,f150
f1379,1,Is the spacecraft manned by human or is controlled from the the,112410,f146
f1380,2,Do you think the spacecraft is going to moon or going to the space station,112410,f146
f1381,1,Why is she dressed this way carrying such object in her back,429096,f145
f1382,2,Where is she not putting on her shoes,429096,f145
f1383,1,How fast is the ball traveling?,14502,f149
f1384,2,Where is this game being played?,14502,f149
f1385,1,Why is the kid so happy holding the plant,204467,f146
f1386,2,Do you have any idea what the kid will do with plant,204467,f146
f1387,1,Does the bear make people happy?,399825,f152
f1388,2,Are the flowers soft or hard?,399825,f152
f1389,1,Why are they dressed same way but only one is locked in the cage to play,363469,f145
f1390,2,How many people are there on the field ,363469,f145
f1391,1,Does the girl intend to score a goal?,200910,f152
f1392,2,Is this the girl's first time playing soccer?,200910,f152
f1393,1,What could have happened that caused such facial expression,81463,f145
f1394,2,What environment is she at that time,81463,f145
f1395,1,Are the horse riders riding for sport or for fun and leisure,239928,f146
f1396,2,"Why are they not riding the horse, what happened?",239928,f146
f1403,1,Why is the girl holding the banana close to her mouth and not eating it?,390797,f146
f1404,2,Do you think she will eat the banana or throw it away,390797,f146
f1407,1,what kind of pizza is it?,460362,f151
f1408,2,would you eat it?,460362,f151
f1411,1,what are they building?,175047,f151
f1412,2,where is this located?,175047,f151
f1413,1,how much do baby elephants drink?,66406,f151
f1414,2,Is the elephant male or female?,66406,f151
f1415,1,Why are they dropping the luggage this way,202076,f146
f1416,2,Is this a military ship or airstrip base,202076,f146
f1417,1,why are they all staring at a laptop?,544294,f151
f1418,2,Is this a costume party?,544294,f151
f1419,1,what is divine about the moving?,48747,f151
f1420,2,what is on the guy's head?,48747,f151
f1421,1,How old is the kite?,212887,f152
f1422,2,Was the boy just playing with the red and black ball in the background?,212887,f152
f1423,1,What building are these officers meeting in?,579533,f149
f1424,2,What event are these officers meeting for?,579533,f149
f1425,1,wish players are likely to win this match?,361930,f155
f1426,2,how many sets of play will be in this game?,361930,f155
f1427,1,Do you think this horse has children?,440311,f157
f1428,2,Do you this the woman is married?,440311,f157
f1429,1,The man on the bicycle do you think he is happy?,230756,f157
f1430,2,Is that old man homeless?,230756,f157
f1431,1,Is this woman heterogenous?,372604,f157
f1432,2,Do you think she lives closeby?,372604,f157
f1433,1,What thoughts could  be going on through the mind of this boy?,100669,f154
f1434,2,Is the drawing on the wall drawing attention to certain details and what could that be,100669,f154
f1435,1,what content of meal is she eating?,177840,f155
f1436,2,is there any tought going through her mind eating the food?,177840,f155
f1437,1,Are these women all related?,42725,f152
f1438,2,Who ate off of the dishes that are being washed?,42725,f152
f1439,1,The girl on the bike is she the skater's kid?,390756,f157
f1440,2,What do you think the man is drinking?,390756,f157
f1441,1,Is the woman the owner of this horse?,423247,f152
f1442,2,Are the man and woman married to each other?,423247,f152
f1443,1,How long have they been flying the kite?,409681,f158
f1444,2,How hard is it to fly a kite that size? ,409681,f158
f1445,1,what occasion is he going for?,179687,f155
f1446,2,does he look good on the tie?,179687,f155
f1447,1,What kind of risks are associated with skaking,132710,f154
f1448,2,"Will I be motivated to someday try this kind of skating, will you?",132710,f154
f1449,1,was this ceremony held in a fair weather?,344157,f157
f1450,2,How long did it take the decoration to be completed?,344157,f157
f1451,1,What year was the phone in the photo last manufactured?,484277,f149
f1452,2,What does this woman do for a living?,484277,f149
f1453,1,what was going through her going right now?,249275,f155
f1454,2,what content is inthe phone?,249275,f155
f1455,1,How long did it take to make those benches?,512625,f158
f1456,2,"Why are there Plastic seats next to wooden benches, rather then all plastic seats, or all wooden benches? ",512625,f158
f1457,1,What's the weather like?,410173,f159
f1458,2,where could the bus be heading to?,410173,f159
f1459,1,What is the baby eating?,238200,f161
f1460,2,why is the baby looking timid?,238200,f161
f1461,1,What number of audience are present,115251,f160
f1462,2,Is the ram controlled by humans,115251,f160
f1463,1,Sometimes I just consider going on some vegeterian diet,28797,f154
f1464,2,Going on a date with my wife would not be a bad idea this week,28797,f154
f1465,1,what is the name of the street?,14244,f161
f1466,2,How did he do that ?,14244,f161
f1467,1,How long has this man been standing there?,126552,f158
f1468,2,Do you think the man would rather have a larger phone? ,126552,f158
f1469,1,Where could they be going?,237833,f159
f1470,2,Do you think everyone on the picture had breakfast in the morning?,237833,f159
f1471,1,What are they waiting for?,528870,f161
f1472,2,why are you on jean?,528870,f161
f1473,1,Are they rapping?,298483,f161
f1474,2,what are they doing?,298483,f161
f1475,1,Why did the ship collide in the water,50658,f160
f1476,2,Is it one person that owns the ship,50658,f160
f1477,1,"Football is such a great game, will you like to play over the weekend",198323,f154
f1478,2,Going to see a football game this weekend,198323,f154
f1479,1,how long have they being in this position?,298008,f155
f1480,2,what is thier current location?,298008,f155
f1481,1,At what year was the house built?,290136,f159
f1482,2,How much could be the average amount to purchase a hose like this?,290136,f159
f1483,1,Is this a baby elephant?,365703,f161
f1484,2,what is she trying to do?,365703,f161
f1485,1,Does this have child like vegetables or fruit better?,238200,f149
f1486,2,Is this baby an only child or does he have siblings?,238200,f149
f1487,1,What game are they playing,245590,f160
f1488,2,Who is dominating,245590,f160
f1489,1,"Are they going surfing, or just coming back from surfing? ",518966,f158
f1490,2,How far have they had to walk?,518966,f158
f1491,1,How many people do you think live in this environment?,335027,f159
f1492,2,Could there be a beach in this environment?,335027,f159
f1493,1,Why is there too many boat in the water,250916,f160
f1494,2,What is being celebrated,250916,f160
f1495,1,"Using a vintage tile will not be bad, love to try one?",441905,f154
f1496,2,Is it every woman that can wear a good dress and look fabulous,441905,f154
f1497,1,"Did he just enter a building, or is he leaving it?",115505,f158
f1498,2,Why is he smiling? ,115505,f158
f1499,1,How big do you think the ocean is?,534866,f159
f1500,2,How many old would you say the man is?,534866,f159
f1501,1,Where could he be driving to,302236,f160
f1502,2,Is he speeding too much,302236,f160
f1503,1,How old is the boy?,259652,f162
f1504,2,What is the boy looking at?,259652,f162
f1505,1,How high can the kite fly?,520378,f162
f1506,2,Did the man make the kite?,520378,f162
f1507,1,What breed is the rescue dog?,461835,f162
f1508,2,How do you train a dog to do rescues?,461835,f162
f1509,1,what are these kids looking at?,229919,f163
f1510,2,what is she sniffing on?,229919,f163
f1511,1,are these men gonna fall?,487571,f163
f1512,2,what's on that information board?,487571,f163
f1513,1,What country is this tower built in?,168488,f162
f1514,2,Can you ride the horse?,168488,f162
f1515,1,who's gonna get all those bags?,339670,f163
f1516,2,Why are they in the way?,339670,f163
f1517,1,who did this to this bathroom?,510225,f163
f1518,2,why is it so cramped up?,510225,f163
f1519,1,what are they building across the street?,281160,f163
f1520,2,what does that say in that language?,281160,f163
f1521,1,Are skis faster than snowboards?,56023,f162
f1522,2,How long should your snowboard be?,56023,f162
f1523,1,What does the baby think of the horse?,441108,f164
f1524,2,What is the mother telling her child?,441108,f164
f1525,1,What is the girl going to do with the bear?,15897,f164
f1526,2,"Will the same thing happen to all the objects?
",15897,f164
f1527,1,What is the dad thinking?,418517,f164
f1528,2,Where is this picture taken?,418517,f164
f1529,1,What year do you think this picture was taken?,567858,f164
f1530,2,What event does this picture capture?,567858,f164
f1531,1,Are these women related?,107518,f164
f1532,2,Do you think they like what they are eating?,107518,f164
f1533,1,What is this lecture about?,427169,f165
f1534,2,How many students are in the class?,427169,f165
f1535,1,Do these people know each other?,518157,f165
f1536,2,Is it a cold day?,518157,f165
f1537,1,What flavour is the cake?,269561,f165
f1538,2,Is his brother next to his dad?,269561,f165
f1539,1,Is the train broken?,227205,f165
f1540,2,Are we allowed to cross the tracks?,227205,f165
f1541,1,What Wii game is she playing?,426776,f165
f1542,2,Is it Christmas time?,426776,f165
f1543,1,What is the policeman looking at?,32442,f167
f1544,2,Why is the woman holding the sign?,32442,f167
f1547,1,Why is she smiling?,264309,f167
f1548,2,What is she holding?,264309,f167
